2019-01-09,PELBAY3,16.6,,,,,,,,,,,,,,,
2019-03-13,PELBAY3,5.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,PELBAY3,10.3,,,,,,,,,,,,,,,
2019-05-07,PELBAY3,2.14,,,,,,,,,,,,,,,
2019-06-04,PELBAY3,2.91,-0.009531999006867409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008239991148002446,8.712959242984653e-10,0.0,0.011070000939071178
2019-07-10,PELBAY3,8.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,PELBAY3,7.0,,,,,,,,,,,,,,,
2019-09-10,PELBAY3,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,PELBAY3,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,PELBAY3,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,PELBAY3,3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,PELBAY3,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,PELBAY3,2.44,,,,,,,,,,,,,,,
2020-03-11,PELBAY3,2.95,,,,,,,,,,,,,,,
2020-04-08,PELBAY3,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,PELBAY3,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,PELBAY3,7.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,PELBAY3,5.42,,,,,,,,,,,,,,,
2010-10-21,L006,43.0,,,,,,,,,,,,,,,
2010-11-02,L006,6.1,,,,,,,,,,,,,,,
2010-12-20,L006,6.05,,,,,,,,,,,,,,,
2011-01-03,L006,9.0,,,,,,,,,,,,,,,
2011-02-14,L006,8.75,,,,,,,,,,,,,,,
2011-03-21,L006,13.6,,,,,,,,,,,,,,,
2011-04-19,L006,5.45,,,,,,,,,,,,,,,
2011-05-23,L006,10.4,,,,,,,,,,,,,,,
2011-06-07,L006,7.98,,,,,,,,,,,,,,,
2011-07-12,L006,4.44,,,,,,,,,,,,,,,
2011-08-02,L006,4.81,,,,,,,,,,,,,,,
2011-09-19,L006,12.1,,,,,,,,,,,,,,,
2011-10-10,L006,4.7,,,,,,,,,,,,,,,
2011-11-15,L006,26.7,,,,,,,,,,,,,,,
2011-12-05,L006,4.14,,,,,,,,,,,,,,,
2012-01-23,L006,12.6,,,,,,,,,,,,,,,
2012-02-07,L006,5.42,,,,,,,,,,,,,,,
2012-03-19,L006,10.0,,,,,,,,,,,,,,,
2012-04-02,L006,11.2,,,,,,,,,,,,,,,
2012-05-21,L006,9.82,,,,,,,,,,,,,,,
2012-06-11,L006,10.0,,,,,,,,,,,,,,,
2012-07-16,L006,6.04,,,,,,,,,,,,,,,
2012-08-13,L006,8.73,,,,,,,,,,,,,,,
2012-09-18,L006,3.23,,,,,,,,,,,,,,,
2012-10-08,L006,4.86,,,,,,,,,,,,,,,
2012-11-26,L006,2.29,,,,,,,,,,,,,,,
2012-12-10,L006,11.6,,,,,,,,,,,,,,,
2013-01-07,L006,3.99,,,,,,,,,,,,,,,
2013-02-12,L006,4.58,,,,,,,,,,,,,,,
2013-03-28,L006,9.12,,,,,,,,,,,,,,,
2013-04-09,L006,4.57,,,,,,,,,,,,,,,
2013-05-15,L006,7.4,,,,,,,,,,,,,,,
2013-06-04,L006,5.28,,,,,,,,,,,,,,,
2013-07-16,L006,8.04,,,,,,,,,,,,,,,
2013-08-05,L006,9.96,,,,,,,,,,,,,,,
2013-09-16,L006,5.93,,,,,,,,,,,,,,,
2013-10-02,L006,7.27,,,,,,,,,,,,,,,
2013-11-18,L006,15.2,,,,,,,,,,,,,,,
2013-12-03,L006,3.97,,,,,,,,,,,,,,,
2014-01-15,L006,12.0,,,,,,,,,,,,,,,
2014-02-04,L006,13.6,,,,,,,,,,,,,,,
2014-03-12,L006,5.9,,,,,,,,,,,,,,,
2014-04-21,L006,6.59,,,,,,,,,,,,,,,
2014-05-13,L006,6.74,,,,,,,,,,,,,,,
2014-06-03,L006,6.4,,,,,,,,,,,,,,,
2014-07-16,L006,14.0,,,,,,,,,,,,,,,
2014-08-06,L006,21.5,,,,,,,,,,,,,,,
2014-09-03,L006,10.9,,,,,,,,,,,,,,,
2014-10-08,L006,3.97,,,,,,,,,,,,,,,
2014-11-05,L006,8.52,,,,,,,,,,,,,,,
2014-12-03,L006,16.9,,,,,,,,,,,,,,,
2015-01-07,L006,6.58,,,,,,,,,,,,,,,
2015-02-04,L006,5.85,,,,,,,,,,,,,,,
2015-03-04,L006,6.41,,,,,,,,,,,,,,,
2015-04-08,L006,3.66,,,,,,,,,,,,,,,
2015-05-13,L006,7.59,,,,,,,,,,,,,,,
2015-06-02,L006,10.3,,,,,,,,,,,,,,,
2015-07-08,L006,8.1,,,,,,,,,,,,,,,
2015-08-04,L006,7.28,,,,,,,,,,,,,,,
2015-09-02,L006,6.07,,,,,,,,,,,,,,,
2015-10-07,L006,3.42,,,,,,,,,,,,,,,
2015-11-03,L006,10.9,,,,,,,,,,,,,,,
2015-12-02,L006,9.23,,,,,,,,,,,,,,,
2016-01-12,L006,9.93,,,,,,,,,,,,,,,
2016-02-03,L006,14.5,,,,,,,,,,,,,,,
2016-03-02,L006,2.93,,,,,,,,,,,,,,,
2016-04-06,L006,6.66,,,,,,,,,,,,,,,
2016-05-09,L006,5.82,,,,,,,,,,,,,,,
2016-06-15,L006,48.3,,,,,,,,,,,,,,,
2016-07-12,L006,4.73,,,,,,,,,,,,,,,
2016-08-03,L006,7.18,,,,,,,,,,,,,,,
2016-09-07,L006,8.5,,,,,,,,,,,,,,,
2016-10-19,L006,17.5,,,,,,,,,,,,,,,
2016-11-02,L006,10.7,,,,,,,,,,,,,,,
2016-12-06,L006,7.18,,,,,,,,,,,,,,,
2017-01-10,L006,4.78,,,,,,,,,,,,,,,
2017-02-08,L006,4.57,,,,,,,,,,,,,,,
2017-03-21,L006,10.6,,,,,,,,,,,,,,,
2017-04-18,L006,6.73,,,,,,,,,,,,,,,
2017-05-23,L006,5.7,,,,,,,,,,,,,,,
2017-06-20,L006,6.73,,,,,,,,,,,,,,,
2017-07-11,L006,5.94,,,,,,,,,,,,,,,
2017-08-16,L006,7.36,,,,,,,,,,,,,,,
2017-09-19,L006,5.02,,,,,,,,,,,,,,,
2017-10-09,L006,4.67,,,,,,,,,,,,,,,
2017-11-08,L006,4.7,,,,,,,,,,,,,,,
2017-12-06,L006,4.39,,,,,,,,,,,,,,,
2018-01-18,L006,5.88,,,,,,,,,,,,,,,
2018-02-07,L006,4.03,,,,,,,,,,,,,,,
2018-03-07,L006,6.22,,,,,,,,,,,,,,,
2018-04-04,L006,8.43,,,,,,,,,,,,,,,
2018-05-02,L006,5.27,,,,,,,,,,,,,,,
2018-06-06,L006,13.8,,,,,,,,,,,,,,,
2018-07-18,L006,14.1,,,,,,,,,,,,,,,
2018-08-15,L006,5.84,,,,,,,,,,,,,,,
2018-09-05,L006,4.08,,,,,,,,,,,,,,,
2018-10-17,L006,5.03,,,,,,,,,,,,,,,
2018-11-07,L006,15.6,,,,,,,,,,,,,,,
2018-12-11,L006,8.01,,,,,,,,,,,,,,,
2019-01-09,L006,7.07,,,,,,,,,,,,,,,
2019-02-14,L006,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,L006,11.8,,,,,,,,,,,,,,,
2019-05-07,L006,3.65,,,,,,,,,,,,,,,
2019-06-04,L006,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-07-10,L006,4.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,L006,4.27,,,,,,,,,,,,,,,
2019-09-10,L006,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,L006,7.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,L006,7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,L006,5.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,L006,13.1,-3.199913044227287e-05,-0.0031239991076290607,4.4000869820592925e-05,0.0021260008215904236,0.0027280007489025593,0.00466200103983283,0.005188000854104757,0.005926000885665417,0.005842000711709261,0.006150000728666782,0.005550000816583633,0.003850000910460949,0.0020220009610056877,-0.006109999027103186,-3.79991288355086e-05
2020-02-05,L006,7.68,,,,,,,,,,,,,,,
2020-03-11,L006,2.99,,,,,,,,,,,,,,,
2020-04-08,L006,6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,L006,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,L006,21.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,L006,12.9,,,,,,,,,,,,,,,
2010-10-21,LZ30,47.65,,,,,,,,,,,,,,,
2010-11-02,LZ30,6.75,,,,,,,,,,,,,,,
2010-12-20,LZ30,5.9,,,,,,,,,,,,,,,
2011-01-03,LZ30,5.7,,,,,,,,,,,,,,,
2011-02-14,LZ30,17.3,,,,,,,,,,,,,,,
2011-03-09,LZ30,9.95,,,,,,,,,,,,,,,
2011-04-19,LZ30,5.55,,,,,,,,,,,,,,,
2011-05-24,LZ30,3.7,,,,,,,,,,,,,,,
2011-06-07,LZ30,1.36,,,,,,,,,,,,,,,
2011-07-12,LZ30,1.0,,,,,,,,,,,,,,,
2011-08-02,LZ30,3.59,,,,,,,,,,,,,,,
2011-09-19,LZ30,10.0,,,,,,,,,,,,,,,
2011-10-10,LZ30,9.8,,,,,,,,,,,,,,,
2011-11-15,LZ30,22.8,,,,,,,,,,,,,,,
2011-12-05,LZ30,75.2,,,,,,,,,,,,,,,
2012-01-23,LZ30,8.91,,,,,,,,,,,,,,,
2012-02-07,LZ30,6.3,,,,,,,,,,,,,,,
2012-03-19,LZ30,6.78,,,,,,,,,,,,,,,
2012-04-02,LZ30,8.32,,,,,,,,,,,,,,,
2012-05-21,LZ30,7.93,,,,,,,,,,,,,,,
2012-06-11,LZ30,5.91,,,,,,,,,,,,,,,
2012-07-16,LZ30,4.12,,,,,,,,,,,,,,,
2012-08-13,LZ30,4.36,,,,,,,,,,,,,,,
2012-09-18,LZ30,3.8,,,,,,,,,,,,,,,
2012-10-08,LZ30,5.75,,,,,,,,,,,,,,,
2012-11-26,LZ30,6.23,,,,,,,,,,,,,,,
2012-12-10,LZ30,4.32,,,,,,,,,,,,,,,
2013-01-07,LZ30,4.95,,,,,,,,,,,,,,,
2013-02-12,LZ30,5.98,,,,,,,,,,,,,,,
2013-03-28,LZ30,10.2,,,,,,,,,,,,,,,
2013-04-09,LZ30,5.05,,,,,,,,,,,,,,,
2013-05-15,LZ30,8.67,,,,,,,,,,,,,,,
2013-06-04,LZ30,3.36,,,,,,,,,,,,,,,
2013-07-16,LZ30,4.58,,,,,,,,,,,,,,,
2013-08-05,LZ30,6.47,,,,,,,,,,,,,,,
2013-09-16,LZ30,12.7,,,,,,,,,,,,,,,
2013-10-02,LZ30,23.6,,,,,,,,,,,,,,,
2013-11-18,LZ30,34.9,,,,,,,,,,,,,,,
2013-12-03,LZ30,8.1,,,,,,,,,,,,,,,
2014-01-15,LZ30,15.8,,,,,,,,,,,,,,,
2014-02-04,LZ30,16.0,,,,,,,,,,,,,,,
2014-03-12,LZ30,4.16,,,,,,,,,,,,,,,
2014-04-21,LZ30,8.9,,,,,,,,,,,,,,,
2014-05-13,LZ30,4.88,,,,,,,,,,,,,,,
2014-06-03,LZ30,3.52,,,,,,,,,,,,,,,
2014-07-16,LZ30,5.14,,,,,,,,,,,,,,,
2014-08-06,LZ30,31.3,,,,,,,,,,,,,,,
2014-09-03,LZ30,10.0,,,,,,,,,,,,,,,
2014-10-08,LZ30,31.3,,,,,,,,,,,,,,,
2014-11-05,LZ30,33.3,,,,,,,,,,,,,,,
2014-12-03,LZ30,12.6,,,,,,,,,,,,,,,
2015-01-07,LZ30,6.43,,,,,,,,,,,,,,,
2015-02-04,LZ30,8.55,,,,,,,,,,,,,,,
2015-03-04,LZ30,7.07,,,,,,,,,,,,,,,
2015-04-08,LZ30,5.3,,,,,,,,,,,,,,,
2015-05-12,LZ30,13.3,,,,,,,,,,,,,,,
2015-06-02,LZ30,18.2,,,,,,,,,,,,,,,
2015-07-08,LZ30,21.5,,,,,,,,,,,,,,,
2015-08-04,LZ30,9.79,,,,,,,,,,,,,,,
2015-08-04,LZ30,0.035,,,,,,,,,,,,,,,
2015-09-02,LZ30,15.6,,,,,,,,,,,,,,,
2015-10-07,LZ30,0.034,,,,,,,,,,,,,,,
2015-10-07,LZ30,45.1,,,,,,,,,,,,,,,
2015-11-03,LZ30,6.45,,,,,,,,,,,,,,,
2015-12-02,LZ30,31.8,,,,,,,,,,,,,,,
2016-01-12,LZ30,9.28,,,,,,,,,,,,,,,
2016-02-03,LZ30,16.0,,,,,,,,,,,,,,,
2016-03-02,LZ30,6.06,,,,,,,,,,,,,,,
2016-04-06,LZ30,6.67,,,,,,,,,,,,,,,
2016-05-09,LZ30,18.5,,,,,,,,,,,,,,,
2016-06-15,LZ30,278.0,,,,,,,,,,,,,,,
2016-07-12,LZ30,17.4,,,,,,,,,,,,,,,
2016-08-03,LZ30,9.35,,,,,,,,,,,,,,,
2016-09-07,LZ30,17.9,,,,,,,,,,,,,,,
2016-10-19,LZ30,34.8,,,,,,,,,,,,,,,
2016-11-02,LZ30,13.1,,,,,,,,,,,,,,,
2016-12-06,LZ30,5.78,,,,,,,,,,,,,,,
2017-01-10,LZ30,9.35,,,,,,,,,,,,,,,
2017-02-08,LZ30,9.61,,,,,,,,,,,,,,,
2017-03-21,LZ30,22.1,,,,,,,,,,,,,,,
2017-04-18,LZ30,8.39,,,,,,,,,,,,,,,
2017-05-23,LZ30,9.09,,,,,,,,,,,,,,,
2017-06-20,LZ30,6.78,,,,,,,,,,,,,,,
2017-07-11,LZ30,15.5,,,,,,,,,,,,,,,
2017-08-16,LZ30,8.61,,,,,,,,,,,,,,,
2017-08-16,LZ30,0.027000000000000003,,,,,,,,,,,,,,,
2017-09-19,LZ30,10.9,,,,,,,,,,,,,,,
2017-10-09,LZ30,4.6,,,,,,,,,,,,,,,
2017-11-08,LZ30,5.7,,,,,,,,,,,,,,,
2017-12-06,LZ30,5.82,,,,,,,,,,,,,,,
2018-01-18,LZ30,7.84,,,,,,,,,,,,,,,
2018-02-07,LZ30,6.54,,,,,,,,,,,,,,,
2018-03-07,LZ30,7.11,,,,,,,,,,,,,,,
2018-04-04,LZ30,6.38,,,,,,,,,,,,,,,
2018-05-02,LZ30,8.09,,,,,,,,,,,,,,,
2018-06-06,LZ30,22.2,,,,,,,,,,,,,,,
2018-07-18,LZ30,26.7,,,,,,,,,,,,,,,
2018-08-15,LZ30,7.24,,,,,,,,,,,,,,,
2018-09-05,LZ30,4.11,,,,,,,,,,,,,,,
2018-10-17,LZ30,19.3,,,,,,,,,,,,,,,
2018-10-17,LZ30,0.07400000000000001,,,,,,,,,,,,,,,
2018-11-07,LZ30,37.4,,,,,,,,,,,,,,,
2018-12-11,LZ30,12.4,,,,,,,,,,,,,,,
2019-01-09,LZ30,13.9,,,,,,,,,,,,,,,
2019-02-14,LZ30,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-03-13,LZ30,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-04-03,LZ30,16.6,,,,,,,,,,,,,,,
2019-05-07,LZ30,8.33,,,,,,,,,,,,,,,
2019-06-04,LZ30,8.34,-0.0020299991592764854,-0.005675998982042074,-0.007761999033391476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011400086805224419,8.712959242984653e-10,0.0,0.0021940008737146854
2019-07-10,LZ30,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-08-07,LZ30,11.8,,,,,,,,,,,,,,,
2019-09-10,LZ30,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-10-02,LZ30,17.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-11-06,LZ30,7.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-12-04,LZ30,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-15,LZ30,25.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,LZ30,8.74,,,,,,,,,,,,,,,
2020-03-11,LZ30,4.99,,,,,,,,,,,,,,,
2020-04-08,LZ30,7.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,LZ30,30.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,LZ30,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-05-21,LZ30,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-03,LZ30,10.2,,,,,,,,,,,,,,,
